country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2001,1,interm,3,105,2231.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,73.73,289.58,1858.59,587.72,1270.87,817.22,453.65,.,.
GBRTENW,2001,1,interm,3,106,129.23,0,5.8,0,0.88,1.9,5.95,8.23,2.92,4.91,3.92,2.96,5.94,0,1.99,4,9.96,14.95,14.98,39.94,15.97,23.98,11.99,11.99,.,.
GBRTENW,2001,1,interm,3,107,572.92,46.74,7.73,2.89,1.76,6.66,17.86,21.04,39.89,32.39,48.02,49.35,63.34,47.84,45.74,40.98,37.85,29.89,18.97,13.97,10.98,3,3,0,.,.
GBRTENW,2002,1,interm,3,105,2089.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95,77.78,245.64,1755.09,518.4,1236.69,768.09,468.6,.,.
GBRTENW,2002,1,interm,3,106,124.9,0,1.91,0.99,0,5.48,3.8,7.52,5.71,8.73,5.04,3.97,2.98,8,3.98,6.95,6.97,11.97,9.99,30.93,12.96,17.97,8,9.97,.,.
GBRTENW,2002,1,interm,3,107,609.08,45.55,11.49,0,1.96,8.22,18.98,20.67,39.04,44.6,54.4,57.51,61.58,52.99,47.75,46.65,34.84,26.92,21.97,13.97,8.97,4.99,3,1.99,.,.
GBRTENW,2003,1,interm,3,105,2030.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01,55.96,271.35,1692.39,468.94,1223.45,764.95,458.5,.,.
GBRTENW,2003,1,interm,3,106,124.09,0,0.98,0,0,5.69,5.47,7.52,5.61,4.92,3.92,0,3.99,2.98,5,4.01,10.01,9.99,10.01,43.98,19,24.99,15.96,9.03,.,.
GBRTENW,2003,1,interm,3,107,646.77,53.47,8.85,0,1.86,9.48,20.97,20.69,33.67,48.17,52.9,62.18,73.84,61.59,61.05,37.05,34.02,25.98,21.03,19.98,9,10.98,9.97,1,.,.
GBRTENW,2004,1,interm,3,105,1803.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,47.92,248.84,1503.94,360.96,1142.97,665.82,477.16,.,.
GBRTENW,2004,1,interm,3,106,160.83,1.98,0.95,0.98,2.04,1.86,6.38,5.38,1.95,5.75,4.93,8.81,2.97,2.99,7.98,14.96,4.98,17.97,19.99,47.99,20,27.99,19.02,8.97,.,.
GBRTENW,2004,1,interm,3,107,729.02,66.37,8.52,0.98,6.12,4.65,18.23,20.64,34.12,40.24,60.09,68.52,72.38,76.77,63.83,56.83,45.84,43.92,22.99,17.99,14,3.99,1,2.99,.,.
GBRTENW,2005,1,interm,3,105,1815.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,42.05,224.39,1540.36,404.28,1136.09,667.86,468.23,.,.
GBRTENW,2005,1,interm,3,106,166.19,1,0,0.95,0.9,2.62,6.4,8.5,9.9,3.86,1.93,8.91,5.98,3.99,4,5.99,17.01,18.02,14.02,52.2,17.05,35.14,24.07,11.08,.,.
GBRTENW,2005,1,interm,3,107,723.95,64.72,4.75,3.78,1.81,5.25,19.21,17.94,32.41,43.43,70.51,61.4,68.76,74.88,56.98,56.94,47.02,40.04,35.06,19.06,17.05,2.01,2.01,0,.,.
GBRTENW,2006,1,interm,3,105,1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,181,1482,348,1134,656,478,.,.
GBRTENW,2006,1,interm,3,106,137,1,0,0,0,4,7,7,3,11,6,4,3,5,1,3,5,6,21,50,16,34,25,9,.,.
GBRTENW,2006,1,interm,3,107,753,37,7,2,4,8,16,24,37,56,71,81,81,96,64,48,51,28,24,18,14,4,3,1,.,.
GBRTENW,2007,1,interm,3,105,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,155,1550,360,1190,646,544,.,.
GBRTENW,2007,1,interm,3,106,142,1,1,0,1,2,5,6,7,3,2,2,3,4,8,2,5,7,19,64,16,48,27,21,.,.
GBRTENW,2007,1,interm,3,107,806,60,10,3,3,4,25,29,42,71,56,82,67,96,73,46,48,38,24,29,21,8,7,1,.,.
GBRTENW,2008,1,interm,3,105,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,158,1558,391,1167,605,562,.,.
GBRTENW,2008,1,interm,3,106,145,3,0,1,0,5,7,6,1,7,2,4,7,6,6,3,7,11,9,60,26,34,21,13,.,.
GBRTENW,2008,1,interm,3,107,780,62,8,2,2,7,14,24,41,52,67,72,83,83,78,55,47,32,29,22,17,5,2,3,.,.
GBRTENW,2009,1,interm,3,105,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,105,1302,347,955,459,496,.,.
GBRTENW,2009,1,interm,3,106,136,0,1,0,0,5,3,3,11,6,5,7,2,3,6,4,3,5,19,53,21,32,17,15,.,.
GBRTENW,2009,1,interm,3,107,832,61,13,2,1,9,11,27,37,47,72,84,77,81,90,67,57,41,36,19,18,1,1,0,.,.
GBRTENW,2010,1,interm,3,105,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,130,1393,363,1030,531,499,.,.
GBRTENW,2010,1,interm,3,106,160,3,2,1,0,8,16,14,8,4,12,7,1,7,3,5,5,6,11,47,20,27,18,9,.,.
GBRTENW,2010,1,interm,3,107,775,62,12,3,3,6,15,19,25,39,85,77,81,72,80,55,50,34,24,33,25,8,5,3,.,.
GBRTENW,2011,1,interm,3,105,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,110,1551,372,1179,615,564,.,.
GBRTENW,2011,1,interm,3,106,123,1,0,0,2,5,11,13,9,9,10,8,4,1,2,2,2,3,12,29,12,17,12,5,.,.
GBRTENW,2011,1,interm,3,107,753,64,5,1,1,7,8,22,32,47,69,66,70,63,79,64,54,44,42,15,12,3,3,0,.,.
GBRTENW,2012,1,interm,3,105,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,127,1693,368,1325,727,598,.,.
GBRTENW,2012,1,interm,3,106,130,0,2,0,1,6,4,10,7,4,12,9,8,6,1,4,7,3,11,35,11,24,11,13,.,.
GBRTENW,2012,1,interm,3,107,756,49,4,3,1,8,8,12,32,41,55,77,81,70,89,74,50,42,38,22,18,4,3,1,.,.
GBRTENW,2013,1,interm,3,105,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,135,1739,401,1338,754,584,.,.
GBRTENW,2013,1,interm,3,106,149,0,0,1,3,9,7,7,9,9,6,4,5,7,3,4,9,5,11,50,20,30,20,10,.,.
GBRTENW,2013,1,interm,3,107,727,36,13,0,1,4,11,23,23,44,60,75,65,70,77,87,50,38,28,22,15,7,6,1,.,.
GBRTENW,2014,1,interm,3,105,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,118,1503,320,1183,667,516,.,.
GBRTENW,2014,1,interm,3,106,523,0,0,1,0,3,8,11,13,10,8,10,2,8,3,3,5,9,41,388,92,296,164,132,.,.
GBRTENW,2014,1,interm,3,107,831,53,7,0,2,1,11,16,31,42,60,71,99,88,88,117,59,38,30,18,13,5,5,0,.,.
GBRTENW,2015,1,interm,3,105,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,113,1645,374,1271,686,585,.,.
GBRTENW,2015,1,interm,3,106,596,1,5,1,3,5,10,11,10,4,4,4,4,4,3,4,3,15,52,453,120,333,184,149,.,.
GBRTENW,2015,1,interm,3,107,774,55,7,1,1,4,7,20,21,25,59,81,77,73,90,91,51,50,34,27,20,7,7,0,.,.
GBRTENW,2016,1,interm,3,105,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,127,1638,364,1274,681,593,.,.
GBRTENW,2016,1,interm,3,106,734,2,0,0,0,1,7,4,8,8,3,7,3,3,0,2,3,11,67,605,165,440,241,199,.,.
GBRTENW,2016,1,interm,3,107,771.03,54,6,2,0,6,10,21,27,29.01,51.02,77,85,96,71,69,60,41,37,29,24,5,3,2,.,.
GBRTENW,2001,2,interm,3,105,9685.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.91,141.55,756.42,8764.93,2126.18,6638.75,3357.76,3280.99,.,.
GBRTENW,2001,2,interm,3,106,257.11,0,2.98,0.95,0,1.96,0.99,2.83,0.96,0.95,1.99,1.99,0,4,4,4.98,5.98,5.98,26.94,189.64,52.81,136.83,79.9,56.93,.,.
GBRTENW,2001,2,interm,3,107,336.8,46.45,5.96,0.95,1.04,2.94,7.92,8.5,9.62,16.23,15.89,21.85,21.83,38.04,20.99,19.91,20.91,25.92,18.96,32.92,17.93,14.98,10.99,4,.,.
GBRTENW,2002,2,interm,3,105,9582.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.92,160.63,780.76,8608.25,1959.15,6649.1,3379.53,3269.57,.,.
GBRTENW,2002,2,interm,3,106,236.29,0,1.97,0,3.71,1.96,0,1.97,3.06,3.04,2.98,3.96,2,4.98,3.98,7.99,10.97,11.97,43.93,127.81,44.96,82.85,47.88,34.97,.,.
GBRTENW,2002,2,interm,3,107,309.48,38.33,8.85,0,0.93,0.98,3.7,7.88,16.31,13.19,16.87,24.78,21.05,19.92,23.9,17.98,22.94,29.93,17.97,23.97,14.99,8.98,5.99,3,.,.
GBRTENW,2003,2,interm,3,105,9364.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.99,133.87,750.18,8461.82,1757.61,6704.21,3340.68,3363.53,.,.
GBRTENW,2003,2,interm,3,106,240.42,2.02,1.01,0.96,0,0,4.75,1.87,0,3.97,2.99,2.99,3.98,7.99,4,8,8.99,22.98,23.01,140.92,42.92,98,58.03,39.97,.,.
GBRTENW,2003,2,interm,3,107,350.99,53.65,5.05,0,1.85,0.95,1.9,6.54,13.64,18.84,17.92,26.9,26.85,17.98,13,19.01,12.99,23.98,41.01,48.94,30.94,18,13.01,5,.,.
GBRTENW,2004,2,interm,3,105,8102.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,104.7,669.58,7317.99,1451.27,5866.72,2855.33,3011.39,.,.
GBRTENW,2004,2,interm,3,106,302.79,0,0.91,0,0,0.91,2.76,4.01,5.68,6.84,2.97,3.99,2.99,10.96,4.99,10.97,9.97,15.95,36.98,181.91,46.01,135.9,77.87,58.03,.,.
GBRTENW,2004,2,interm,3,107,393.53,51.69,9.12,1.9,0.94,3.66,7.37,13.05,16.08,19.53,20.78,15.95,29.91,27.9,27.95,26.91,25.92,35.9,29.98,28.99,19,9.99,7.99,2,.,.
GBRTENW,2005,2,interm,3,105,7947.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,120.09,556.83,7258.48,1309.73,5948.75,2826.72,3122.03,.,.
GBRTENW,2005,2,interm,3,106,323.92,1.01,0,0,1.85,1.94,4.78,2.86,0.96,2.85,0,0,2.98,2,7.01,11.02,14.02,23.02,37.06,210.55,61.13,149.42,69.19,80.23,.,.
GBRTENW,2005,2,interm,3,107,347.12,45.62,6.91,1.96,2.78,2.91,2.87,9.54,10.54,19.03,25.92,25.01,25.86,29.97,18.02,18.04,23.03,29.02,32.05,18.04,12.03,6.02,6.02,0,.,.
GBRTENW,2006,2,interm,3,105,7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,52,521,6899,1250,5649,2621,3028,.,.
GBRTENW,2006,2,interm,3,106,301,0,0,0,0,1,4,5,1,2,2,4,3,1,3,6,11,18,26,214,63,151,88,63,.,.
GBRTENW,2006,2,interm,3,107,403,43,10,2,1,3,8,11,17,25,29,35,26,32,25,25,31,33,26,21,12,9,7,2,.,.
GBRTENW,2007,2,interm,3,105,7470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,458,6965,1284,5681,2503,3178,.,.
GBRTENW,2007,2,interm,3,106,357,1,0,0,0,4,3,5,1,6,2,2,4,4,1,4,6,18,31,265,73,192,97,95,.,.
GBRTENW,2007,2,interm,3,107,389,41,7,0,1,5,5,7,18,23,30,24,38,31,23,25,27,31,20,33,24,9,8,1,.,.
GBRTENW,2008,2,interm,3,105,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,419,7133,1219,5914,2498,3416,.,.
GBRTENW,2008,2,interm,3,106,371,1,1,1,0,1,1,2,5,1,3,5,3,3,3,1,5,10,42,283,74,209,91,118,.,.
GBRTENW,2008,2,interm,3,107,385,28,5,1,2,4,5,9,13,24,28,29,39,30,40,25,25,31,35,12,9,3,3,0,.,.
GBRTENW,2009,2,interm,3,105,6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,320,5766,1119,4647,1856,2791,.,.
GBRTENW,2009,2,interm,3,106,251,1,0,1,0,0,3,4,3,2,1,3,3,5,1,6,4,14,30,170,44,126,54,72,.,.
GBRTENW,2009,2,interm,3,107,369,46,5,0,2,8,2,10,12,17,18,28,35,27,23,23,28,31,31,23,18,5,4,1,.,.
GBRTENW,2010,2,interm,3,105,6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,295,6222,1073,5149,2069,3080,.,.
GBRTENW,2010,2,interm,3,106,359,0,1,0,0,3,7,4,5,3,6,2,0,4,6,6,5,12,25,270,59,211,105,106,.,.
GBRTENW,2010,2,interm,3,107,385,37,5,0,2,5,5,11,9,22,26,29,37,39,30,18,27,24,27,32,22,10,8,2,.,.
GBRTENW,2011,2,interm,3,105,6930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,343,6565,1055,5510,2214,3296,.,.
GBRTENW,2011,2,interm,3,106,213,0,1,0,0,3,1,3,4,7,6,7,2,3,2,1,3,11,18,141,35,106,44,62,.,.
GBRTENW,2011,2,interm,3,107,392,46,6,1,2,3,4,8,19,22,19,34,35,33,27,35,25,23,27,23,16,7,5,2,.,.
GBRTENW,2012,2,interm,3,105,7286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,342,6921,1107,5814,2373,3441,.,.
GBRTENW,2012,2,interm,3,106,236,1,3,1,1,4,0,4,2,4,3,3,3,2,3,6,4,11,21,160,49,111,58,53,.,.
GBRTENW,2012,2,interm,3,107,359,33,5,2,3,3,5,6,8,12,14,36,39,33,32,30,24,24,28,22,11,11,9,2,.,.
GBRTENW,2013,2,interm,3,105,7483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,335,7125,1097,6028,2604,3424,.,.
GBRTENW,2013,2,interm,3,106,257,0,0,0,0,2,4,3,8,3,5,5,4,3,5,5,5,5,18,182,49,133,68,65,.,.
GBRTENW,2013,2,interm,3,107,381,35,6,0,0,3,2,6,13,14,20,26,27,40,45,23,27,40,22,32,14,18,11,7,.,.
GBRTENW,2014,2,interm,3,105,6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,279,5785,859,4926,2223,2703,.,.
GBRTENW,2014,2,interm,3,106,1569,1,1,0,1,4,8,4,6,4,3,7,1,1,1,4,6,16,83,1418,264,1154,551,603,.,.
GBRTENW,2014,2,interm,3,107,367,46,7,2,0,6,0,8,12,20,20,23,24,31,26,29,26,31,25,31,20,11,8,3,.,.
GBRTENW,2015,2,interm,3,105,6418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,256,6147,949,5198,2232,2966,.,.
GBRTENW,2015,2,interm,3,106,1856,0,5,1,1,2,3,5,4,3,6,8,2,4,4,3,6,15,112,1672,298,1374,660,714,.,.
GBRTENW,2015,2,interm,3,107,364.01,32,9,0,2,1,2,4,9,16,26.01,23,40,26,31,31,28,20,23,41,21,20,14,6,.,.
GBRTENW,2016,2,interm,3,105,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,270,5701,890,4811,2049,2762,.,.
GBRTENW,2016,2,interm,3,106,2159,1,1,0,0,4,6,5,5,1,2,3,6,4,1,4,3,15,107,1991,394,1597,711,886,.,.
GBRTENW,2016,2,interm,3,107,405,41,7,1,0,2,3,3,7,17,11,31,39,33,34,50,33,26,35,32,19,13,9,4,.,.
GBRTENW,2001,3,interm,3,105,11917.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.87,215.28,1046,10623.52,2713.9,7909.62,4174.98,3734.64,.,.
GBRTENW,2001,3,interm,3,106,386.34,0,8.78,0.95,0.88,3.86,6.94,11.07,3.88,5.86,5.91,4.95,5.94,4,5.99,8.98,15.94,20.93,41.92,229.58,68.77,160.81,91.89,68.92,.,.
GBRTENW,2001,3,interm,3,107,909.72,93.19,13.69,3.84,2.8,9.6,25.77,29.54,49.52,48.62,63.91,71.19,85.17,85.88,66.73,60.89,58.77,55.81,37.93,46.89,28.91,17.98,13.98,4,.,.
GBRTENW,2002,3,interm,3,105,11672.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.87,238.41,1026.4,10363.35,2477.56,7885.79,4147.63,3738.17,.,.
GBRTENW,2002,3,interm,3,106,361.19,0,3.88,0.99,3.71,7.44,3.8,9.48,8.77,11.77,8.01,7.93,4.98,12.98,7.96,14.94,17.94,23.94,53.92,158.74,57.92,100.83,55.88,44.94,.,.
GBRTENW,2002,3,interm,3,107,918.55,83.88,20.34,0,2.88,9.2,22.68,28.54,55.35,57.79,71.27,82.29,82.64,72.91,71.64,64.63,57.78,56.86,39.94,37.94,23.96,13.98,8.99,4.99,.,.
GBRTENW,2003,3,interm,3,105,11395.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,189.83,1021.53,10154.21,2226.55,7927.67,4105.63,3822.03,.,.
GBRTENW,2003,3,interm,3,106,364.51,2.02,1.99,0.96,0,5.69,10.22,9.39,5.61,8.88,6.9,2.99,7.97,10.97,9,12.01,19,32.97,33.02,184.9,61.91,122.99,73.99,49,.,.
GBRTENW,2003,3,interm,3,107,997.76,107.11,13.91,0,3.7,10.44,22.87,27.23,47.31,67.01,70.81,89.08,100.69,79.56,74.04,56.06,47.01,49.96,62.04,68.92,39.94,28.98,22.98,6,.,.
GBRTENW,2004,3,interm,3,105,9905.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,152.61,918.42,8821.93,1812.23,7009.69,3521.15,3488.54,.,.
GBRTENW,2004,3,interm,3,106,463.61,1.98,1.86,0.98,2.04,2.78,9.15,9.4,7.62,12.58,7.89,12.8,5.97,13.95,12.97,25.92,14.95,33.92,56.96,229.89,66.01,163.89,96.9,66.99,.,.
GBRTENW,2004,3,interm,3,107,1122.55,118.07,17.65,2.88,7.06,8.31,25.6,33.68,50.2,59.77,80.87,84.46,102.29,104.67,91.77,83.74,71.76,79.82,52.97,46.98,33,13.98,8.99,4.99,.,.
GBRTENW,2005,3,interm,3,105,9763.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.02,162.14,781.22,8798.84,1714.01,7084.83,3494.57,3590.26,.,.
GBRTENW,2005,3,interm,3,106,490.11,2.01,0,0.95,2.76,4.57,11.18,11.36,10.86,6.72,1.93,8.91,8.96,5.99,11.01,17.02,31.03,41.04,51.08,262.75,78.18,184.56,93.26,91.31,.,.
GBRTENW,2005,3,interm,3,107,1071.06,110.35,11.65,5.74,4.59,8.16,22.07,27.48,42.96,62.46,96.43,86.4,94.61,104.85,75,74.98,70.05,69.07,67.11,37.1,29.08,8.02,8.02,0,.,.
GBRTENW,2006,3,interm,3,105,9171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,77,702,8381,1598,6783,3277,3506,.,.
GBRTENW,2006,3,interm,3,106,438,1,0,0,0,5,11,12,4,13,8,8,6,6,4,9,16,24,47,264,79,185,113,72,.,.
GBRTENW,2006,3,interm,3,107,1156,80,17,4,5,11,24,35,54,81,100,116,107,128,89,73,82,61,50,39,26,13,10,3,.,.
GBRTENW,2007,3,interm,3,105,9195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,55,613,8515,1644,6871,3149,3722,.,.
GBRTENW,2007,3,interm,3,106,499,2,1,0,1,6,8,11,8,9,4,4,7,8,9,6,11,25,50,329,89,240,124,116,.,.
GBRTENW,2007,3,interm,3,107,1195,101,17,3,4,9,30,36,60,94,86,106,105,127,96,71,75,69,44,62,45,17,15,2,.,.
GBRTENW,2008,3,interm,3,105,9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,577,8691,1610,7081,3103,3978,.,.
GBRTENW,2008,3,interm,3,106,516,4,1,2,0,6,8,8,6,8,5,9,10,9,9,4,12,21,51,343,100,243,112,131,.,.
GBRTENW,2008,3,interm,3,107,1165,90,13,3,4,11,19,33,54,76,95,101,122,113,118,80,72,63,64,34,26,8,5,3,.,.
GBRTENW,2009,3,interm,3,105,7531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,425,7068,1466,5602,2315,3287,.,.
GBRTENW,2009,3,interm,3,106,387,1,1,1,0,5,6,7,14,8,6,10,5,8,7,10,7,19,49,223,65,158,71,87,.,.
GBRTENW,2009,3,interm,3,107,1201,107,18,2,3,17,13,37,49,64,90,112,112,108,113,90,85,72,67,42,36,6,5,1,.,.
GBRTENW,2010,3,interm,3,105,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,425,7615,1436,6179,2600,3579,.,.
GBRTENW,2010,3,interm,3,106,519,3,3,1,0,11,23,18,13,7,18,9,1,11,9,11,10,18,36,317,79,238,123,115,.,.
GBRTENW,2010,3,interm,3,107,1160,99,17,3,5,11,20,30,34,61,111,106,118,111,110,73,77,58,51,65,47,18,13,5,.,.
GBRTENW,2011,3,interm,3,105,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,453,8116,1427,6689,2829,3860,.,.
GBRTENW,2011,3,interm,3,106,336,1,1,0,2,8,12,16,13,16,16,15,6,4,4,3,5,14,30,170,47,123,56,67,.,.
GBRTENW,2011,3,interm,3,107,1145,110,11,2,3,10,12,30,51,69,88,100,105,96,106,99,79,67,69,38,28,10,8,2,.,.
GBRTENW,2012,3,interm,3,105,9120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,469,8614,1475,7139,3100,4039,.,.
GBRTENW,2012,3,interm,3,106,366,1,5,1,2,10,4,14,9,8,15,12,11,8,4,10,11,14,32,195,60,135,69,66,.,.
GBRTENW,2012,3,interm,3,107,1115,82,9,5,4,11,13,18,40,53,69,113,120,103,121,104,74,66,66,44,29,15,12,3,.,.
GBRTENW,2013,3,interm,3,105,9365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,470,8864,1498,7366,3358,4008,.,.
GBRTENW,2013,3,interm,3,106,406,0,0,1,3,11,11,10,17,12,11,9,9,10,8,9,14,10,29,232,69,163,88,75,.,.
GBRTENW,2013,3,interm,3,107,1108,71,19,0,1,7,13,29,36,58,80,101,92,110,122,110,77,78,50,54,29,25,17,8,.,.
GBRTENW,2014,3,interm,3,105,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,397,7288,1179,6109,2890,3219,.,.
GBRTENW,2014,3,interm,3,106,2092,1,1,1,1,7,16,15,19,14,11,17,3,9,4,7,11,25,124,1806,356,1450,715,735,.,.
GBRTENW,2014,3,interm,3,107,1198,99,14,2,2,7,11,24,43,62,80,94,123,119,114,146,85,69,55,49,33,16,13,3,.,.
GBRTENW,2015,3,interm,3,105,8179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,369,7792,1323,6469,2918,3551,.,.
GBRTENW,2015,3,interm,3,106,2452,1,10,2,4,7,13,16,14,7,10,12,6,8,7,7,9,30,164,2125,418,1707,844,863,.,.
GBRTENW,2015,3,interm,3,107,1138.01,87,16,1,3,5,9,24,30,41,85.01,104,117,99,121,122,79,70,57,68,41,27,21,6,.,.
GBRTENW,2016,3,interm,3,105,7757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,397,7339,1254,6085,2730,3355,.,.
GBRTENW,2016,3,interm,3,106,2893.01,3,1,0,0,5,13,9,13,9,5,10,9,7,1,6,6,26,174,2596,559,2037,952,1085,.,.
GBRTENW,2016,3,interm,3,107,1176.03,95,13,3,0,8,13,24,34,46.01,62.02,108,124,129,105,119,93,67,72,61,43,18,12,6,.,.
